OTU	1at14w	1at10w	1at3w	1at5w	2at10w	2at14w	2at3w	2at5w	3at5w	3at10w	3at14w	3at3w	4at5w	4at10w	4at14w	4at3w	5at10w	5at14w	5at3w	5at5w	10at3w	10at14w	10at5w	11at10w	11at14w	11at3w	11at5w	12at3w	12at10w	12at14w	12at5w	13at5w	13at10w	13at14w	13at3w	14at10w	14at14w	14at3w	14at5w	Kingdom	Phylum	Class	Order	Family	Genus	Species
seq186	0	102	32	108	107	194	42	102	107	0	141	0	153	29	27	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	105	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq244	5	15	95	30	2	3	160	42	164	0	0	26	31	0	21	22	10	20	57	54	47	0	0	0	0	127	0	280	0	0	0	0	0	0	129	0	0	77	0	Bacteria	Firmicutes					
seq246	0	72	53	79	27	87	0	77	81	0	46	19	61	33	0	34	40	110	173	0	70	0	0	0	0	53	0	106	0	0	0	59	0	0	56	0	0	24	49	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq197	0	112	30	76	35	130	25	47	19	0	56	47	38	19	14	54	49	255	72	27	152	0	0	0	0	0	0	69	0	0	11	0	0	0	0	14	18	0	10	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-2]	
seq317	0	0	55	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	45	0	0	0	0	128	0	0	132	0	0	0	164	245	0	121	174	146	29	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae		
seq258	0	56	13	73	79	64	21	70	55	0	33	201	84	20	0	57	32	78	0	0	9	0	0	14	26	9	0	21	0	246	37	0	0	0	37	0	13	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq277	33	0	0	0	0	0	0	0	0	0	40	0	0	0	109	0	0	0	0	0	44	103	47	0	0	112	0	0	152	0	47	0	0	273	25	0	169	193	0	Bacteria	Firmicutes	Bacilli	Lactobacillales			
seq231	83	20	0	0	0	56	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	170	0	148	407	107	70	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
seq215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	126	446	124	0	0	22	0	109	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq255	0	212	51	178	326	114	0	0	221	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	49	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq262	0	204	0	238	163	207	0	189	87	0	119	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-12]	
seq260	0	69	0	140	151	59	40	95	128	32	150	26	155	0	36	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	18	0	58	0	0	0	43	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-2]	[G-2]
seq271	26	0	0	0	0	16	0	23	59	24	0	0	0	36	105	0	0	0	0	0	28	36	0	71	113	78	0	0	90	79	0	0	41	187	0	39	129	101	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq191	47	67	11	0	65	68	0	0	0	109	51	12	90	85	62	8	49	25	16	0	10	0	0	25	87	30	79	0	0	0	0	23	58	0	102	64	34	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq269	0	77	0	83	74	103	0	79	0	17	101	13	51	17	0	288	0	0	41	0	70	0	0	0	0	0	0	96	0	95	0	0	39	0	29	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-4]	
seq257	0	0	20	0	0	0	0	0	47	68	0	0	0	68	307	0	0	0	0	0	0	134	46	133	336	95	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
seq249	13	0	35	0	0	0	100	0	0	0	0	0	0	21	50	24	164	0	100	63	51	0	0	0	0	82	0	17	0	0	14	144	71	63	0	69	0	0	142	Bacteria						
seq263	0	78	0	62	119	74	0	42	86	40	69	52	95	63	46	0	19	42	0	0	0	0	0	0	0	0	0	0	0	0	23	0	21	0	114	30	0	55	93	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-1]	[G-1]
seq298	0	0	50	0	0	0	0	0	0	0	0	0	0	23	88	0	0	0	0	0	38	65	45	33	0	90	0	0	73	107	33	0	86	118	0	77	144	147	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae		
seq309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	1045	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia				
seq295	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	179	0	0	310	32	51	0	0	0	0	0	0	70	0	0	48	142	0	0	52	0	0	0	197	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq256	0	0	0	0	0	0	0	0	0	0	0	0	877	107	190	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq220	0	0	0	0	0	0	0	0	0	0	0	0	152	60	0	0	23	0	0	24	0	0	0	0	0	0	0	247	0	0	0	416	50	0	141	13	14	0	41	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq270	0	0	78	47	38	0	291	41	0	0	34	0	0	0	62	157	0	0	58	0	74	0	0	0	0	43	36	29	0	37	0	77	0	0	37	0	0	41	0							
seq311	0	113	44	177	151	0	0	178	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	39	0	62	362	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq289	0	30	0	76	52	0	0	48	0	0	0	0	102	0	0	0	67	0	170	0	30	0	0	0	0	0	0	509	0	0	37	0	0	0	22	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq292	0	0	21	0	0	0	0	0	54	0	0	0	0	0	108	0	0	0	0	0	0	39	0	85	101	75	27	0	58	60	37	0	0	180	0	38	128	69	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	
seq330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421	207	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes					
seq189	0	28	0	5	32	95	0	0	49	123	45	0	28	249	170	0	79	93	40	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1045	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq242	0	14	37	43	0	0	27	36	0	17	16	0	31	28	22	0	0	7	0	0	17	0	23	25	174	44	38	102	0	0	28	51	27	0	114	20	15	21	67	Bacteria	Firmicutes					
seq304	28	39	0	0	20	49	0	19	109	0	70	0	0	0	22	0	156	320	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-2]	
seq250	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	76	25	222	58	0	109	102	0	41	0	0	97	150	63	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
seq321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	72	0	117	129	66	0	0	101	0	0	0	43	165	0	39	161	48	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae		
seq210	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq266	0	85	41	31	95	82	0	28	131	0	0	0	0	34	27	0	53	46	0	39	0	0	0	0	0	0	0	69	0	0	34	44	0	0	0	30	0	0	100	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-4]	
seq261	0	54	53	100	58	44	0	76	84	0	58	20	105	0	28	111	0	0	0	0	88	0	0	0	0	0	0	0	0	0	27	23	0	0	0	0	0	0	39	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq254	0	27	0	24	47	27	0	0	0	0	14	0	0	7	0	0	41	55	186	14	406	0	0	0	0	83	0	0	0	0	0	12	0	0	0	0	0	24	0	Bacteria						
seq286	0	27	73	83	39	55	106	73	0	0	21	0	65	0	0	218	9	12	0	0	33	0	0	0	0	0	0	0	0	0	0	44	0	0	17	0	0	47	31	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	207	0	122	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq284	0	151	0	243	118	0	0	155	0	0	0	0	184	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq355	0	0	40	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	72	0	0	0	84	0	0	0	132	0	0	0	179	0	0	213	133	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	196	0	0	49	0	0	133	0	463	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	130	253	184	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
seq276	33	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	48	17	0	0	0	287	36	39	23	0	192	15	0	151	0	0	0	9	0	0	0	0	0	Bacteria	Firmicutes					
seq305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
seq232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	87	308	0	0	0	0	0	0	171	0	0	52	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_[G-2]	
seq274	0	0	0	34	39	40	20	31	36	6	40	11	78	0	0	113	0	0	0	14	21	0	0	0	0	13	37	23	0	29	50	81	0	21	21	10	15	21	47	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq307	0	0	0	0	0	0	84	0	0	0	0	30	0	0	0	11	0	0	66	0	26	18	53	160	31	24	208	0	0	140	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-6]	
seq302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	63	27	660	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq293	0	53	23	76	26	63	0	41	0	0	37	50	82	36	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	32	0	0	78	33	26	0	76	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-9]	
seq349	0	0	94	0	30	0	41	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	90	0	82	78	54	0	70	Bacteria						
seq287	24	0	0	0	13	0	0	22	25	38	0	16	0	53	178	0	0	0	0	0	0	72	0	75	246	46	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
seq395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	36	0	95	0	529	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes					
seq352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	29	0	94	0	0	87	0	0	113	47	0	0	45	45	0	73	213	0	25	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae		
seq268	0	0	102	81	41	55	39	0	0	0	0	0	0	0	0	161	0	0	0	0	56	0	0	0	0	41	0	0	0	0	60	0	0	0	157	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq278	16	37	23	102	44	45	0	43	30	0	33	0	44	0	0	0	50	170	19	15	29	0	0	0	0	0	0	20	0	0	0	0	0	14	0	0	28	0	25	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-2]	
seq387	42	0	0	0	0	0	0	0	0	0	0	0	49	0	14	108	206	147	150	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-3]	[G-3]
seq310	37	21	17	16	0	14	41	8	0	0	17	0	16	0	0	60	62	24	210	50	13	0	0	0	0	0	0	108	0	0	0	13	0	0	40	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq320	0	91	53	0	0	0	0	70	108	0	0	0	0	83	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	126	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq340	0	82	0	116	49	75	77	32	0	0	30	0	102	0	0	27	71	48	0	0	7	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	343	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
seq301	13	177	0	0	0	19	0	0	93	17	33	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	13	0	0	0	118	19	18	0	29	0	27	0	16	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-11]	
seq300	0	137	0	71	0	99	0	50	52	31	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	105	0	0	38	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_[G-1]	[G-1]
seq410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	55	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	
seq280	0	57	0	13	78	41	0	0	0	0	63	0	31	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	148	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-8]	
seq380	0	0	0	0	0	0	0	0	0	0	0	29	0	0	52	0	0	0	0	0	0	0	0	46	67	72	54	0	0	0	45	0	54	34	37	72	45	83	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
seq296	0	11	15	0	0	0	0	0	16	0	0	14	0	46	174	0	0	0	0	0	14	54	0	76	204	50	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq346	0	0	0	0	0	166	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	206	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	49	72	99	0	0	11	61	202	102	41	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
seq357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
seq297	43	0	0	0	0	0	0	0	38	0	0	71	0	41	110	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	51	13	58	0	55	0	51	85	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq312	6	22	0	24	34	45	0	32	30	0	29	0	43	5	0	18	17	36	80	10	0	0	0	0	6	0	0	25	0	0	0	65	0	0	15	0	28	0	79	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq382	0	28	15	0	0	20	0	45	12	14	56	0	0	14	0	161	0	0	0	0	28	0	0	0	0	0	10	119	0	0	0	15	0	0	61	8	0	0	19	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	224	0	0	0	0	0	0	0	176	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	
seq375	0	0	0	111	40	29	48	69	0	0	0	0	102	0	0	102	25	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq339	0	44	0	41	70	60	0	36	0	0	46	0	39	15	12	38	69	24	0	0	47	0	0	0	0	0	0	24	0	0	0	12	6	0	11	0	0	0	14	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-6]	
seq356	17	12	0	16	20	25	8	0	5	45	47	22	12	14	20	0	17	0	44	11	0	0	0	0	12	12	0	64	0	0	0	18	11	0	71	0	37	35	12	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
seq363	0	44	20	46	54	38	28	46	0	0	36	0	94	0	0	88	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	27	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq319	41	0	0	0	0	0	0	0	0	84	0	0	0	0	189	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq333	0	0	66	0	42	0	229	35	56	0	0	28	0	0	0	0	52	76	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-4]	
seq403	20	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	25	0	0	0	0	57	0	0	69	58	0	0	68	65	0	65	60	79	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq314	0	45	43	31	0	21	15	0	48	10	32	24	0	0	22	0	38	73	69	16	61	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	20	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-2]	
seq259	0	0	110	36	0	0	14	18	116	0	32	0	82	0	42	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	18	0	0	32	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-11]	
seq328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	
seq303	0	35	0	31	40	27	0	39	0	0	0	0	120	0	0	0	0	33	0	14	47	0	0	0	0	0	0	74	0	0	0	0	0	17	0	0	0	0	95	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	newyorkensis
seq275	0	31	0	0	52	42	0	22	13	0	58	0	0	0	0	0	0	0	0	0	35	0	0	0	5	19	0	11	0	0	8	123	0	0	20	0	0	0	124	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-3]	
seq81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	197	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq431	0	0	66	235	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
seq367	0	0	0	0	0	38	0	0	42	0	0	0	0	0	0	31	0	0	82	0	65	0	0	0	0	0	0	89	0	0	0	26	0	0	37	0	0	0	136	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq291	0	57	77	73	18	0	22	14	78	0	0	0	73	0	16	0	0	27	0	0	72	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	8	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq316	0	14	16	29	24	50	2	26	15	0	24	10	47	0	0	54	15	36	52	0	33	0	0	0	0	0	0	27	0	0	14	5	0	0	19	0	0	13	19	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq322	114	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	92	0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
seq325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	124	107	0	0	0	0	76	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-14]	
seq390	0	62	42	101	0	0	0	28	0	0	0	40	90	0	0	32	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	30	32	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_[G-12]	
seq350	0	28	7	18	36	60	4	6	11	23	26	36	21	30	57	0	43	40	0	27	0	0	0	0	0	9	0	0	0	0	0	0	0	0	25	5	24	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-6]	
seq377	0	30	6	0	114	35	0	0	94	22	11	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	38	0	64	25	0	0	14	0	Bacteria	Firmicutes	Clostridia				
seq337	23	71	23	0	0	24	0	36	74	0	64	0	51	0	0	0	0	0	74	0	58	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae		
seq444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	135	28	0	188	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq265	0	0	0	0	0	0	0	0	199	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							
seq379	0	41	0	0	65	53	0	0	15	0	0	0	89	0	0	0	67	69	0	0	31	0	0	0	0	12	0	25	0	0	0	28	0	0	0	0	0	0	23	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq473	0	0	0	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq331	0	53	0	44	49	40	0	0	36	0	41	0	34	0	0	0	27	77	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	20	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-2]	
seq306	0	32	0	0	0	38	0	0	0	0	31	45	0	0	19	47	23	31	13	0	26	0	0	0	0	0	0	40	0	0	0	0	9	0	0	16	23	51	51	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-2]	
seq483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales			
seq484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	212	87	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae		
seq386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	190	0	0	113	0	0	0	27	0	0	32	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	
seq447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	119	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-7]	
seq358	0	65	0	0	0	111	0	40	46	0	94	0	0	0	0	0	0	61	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_[G-3]	
